"species","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Polemonium chartaceum Mason","4","8.400543","1.177377","0.588688","0.076035"
"Osmorhiza purpurea (J.M.Coult. & Rose) Suksd.","104","9.635835","0.726983","0.071287","0.002924"
"Draba sphaeroides Payson","4","8.201781","0.201108","0.100554","0.076035"
"Epilobium siskiyouense (Munz) Hoch & P.H.Raven","5","9.336516","0.336856","0.150647","0.060828"
"Cymopterus nivalis S.Watson","15","7.994622","0.414112","0.106923","0.020276"
"Navarretia heterandra Mason","10","8.347885","0.319797","0.101129","0.030414"
"Lepidium strictum (S.Watson) Rattan","36","7.934428","0.943232","0.157205","0.008448"
"Clarkia similis F.H.Lewis & W.R.Ernst","11","7.774279","0.336624","0.101496","0.027649"
"Navarretia tagetina Greene","16","8.289143","0.696034","0.174009","0.019009"
"Orcuttia tenuis Hitchc.","7","8.325347","0.513692","0.194157","0.043449"
"Cenchrus agrimonioides Trin.","3","8.862385","0.349538","0.201806","0.101381"
"Cirsium cymosum (Greene) J.T.Howell","23","8.403748","0.664254","0.138507","0.013224"
"Streptanthus polygaloides A.Gray","7","8.525594","0.385977","0.145886","0.043449"
"Lepidium latipes Hook.","19","7.792785","0.497471","0.114128","0.016007"
"Lupinus duranii Eastw.","1","7.427739",NA,NA,"0.304142"
"Cymopterus cinerarius A.Gray","5","8.342442","0.334019","0.149378","0.060828"
"Erysimum franciscanum Rossbach","5","8.179788","0.733827","0.328177","0.060828"
"Orogenia fusiformis S.Watson","9","9.196786","0.528566","0.176189","0.033794"
"Clarkia modesta Jeps.","14","8.232986","0.454451","0.121457","0.021724"
"Cardamine angulata Hook.","26","9.755154","0.799212","0.156738","0.011698"
"Lepidium oxycarpum Torr. & A.Gray","11","7.771361","0.623535","0.188003","0.027649"
"Clarkia affinis H. & Lewis","18","8.193999","0.536814","0.126528","0.016897"
"Gilia clivorum (Jeps.) V.E.Grant","20","7.83983","0.563882","0.126088","0.015207"
"Podistera nevadensis (A.Gray) S.Watson","2","8.841867","0.068457","0.048406","0.152071"
"Navarretia viscidula Benth.","9","8.385683","0.429452","0.143151","0.033794"
"Clarkia mildrediae (A.Heller) H. & Lewis","2","8.953528","0.09199","0.065047","0.152071"
"Cymopterus aboriginum M.E.Jones","9","6.762558","0.440621","0.146874","0.033794"
"Saussurea americana D.C.Eaton","34","9.562479","0.844426","0.144818","0.008945"
"Navarretia filicaulis (Torr.) Greene","4","8.647615","0.15475","0.077375","0.076035"
"Streptanthus brachiatus F.W.Hoffm.","1","9.003439",NA,NA,"0.304142"
"Galium sparsiflorum W.Wight","7","8.966353","0.318594","0.120417","0.043449"
"Oxypolis occidentalis J.M.Coult. & Rose","21","8.881564","0.692184","0.151047","0.014483"
"Perideridia pringlei (J.M.Coult. & Rose) A.Nelson & J.F.Macbr.","6","7.905676","0.351254","0.143399","0.05069"
"Phalaris californica Hook. & Arn.","14","8.565501","0.673671","0.180046","0.021724"
"Linanthus parryae (A.Gray) Greene","14","7.030111","0.739306","0.197588","0.021724"
"Clarkia xantiana A.Gray","7","7.756152","0.42757","0.161606","0.043449"
"Clarkia arcuata (Kellogg) A.Nelson & J.F.Macbr.","11","8.229988","0.566924","0.170934","0.027649"
"Draba aureola S.Watson","5","9.695983","0.458354","0.204982","0.060828"
"Perideridia californica (Torr.) A.Nelson & J.F.Macbr.","6","7.842624","0.430535","0.175765","0.05069"
"Oenothera xylocarpa Coville","3","8.199201","0.433399","0.250223","0.101381"
"Cirsium brevistylum Cronquist","52","8.855883","0.912578","0.126552","0.005849"
"Cirsium occidentale (Nutt.) Jeps.","33","8.122325","0.668043","0.116291","0.009216"
"Swallenia alexandrae (Swallen) Soderstr. & H.F.Decker","3","7.309673","1.328832","0.767202","0.101381"
"Muhlenbergia californica Vasey","3","8.070597","0.459969","0.265563","0.101381"
"Oldenlandia salzmannii Benth. & Hook.f., 1873","11","8.83816","0.225172","0.067892","0.027649"
"Lupinus crotalarioides Mart. ex Benth.","9","9.135065","0.182291","0.060764","0.033794"
"Oenothera gaura W.L.Wagner & Hoch","28","9.039371","0.12585","0.023783","0.010862"
"Phlox ovata L.","14","9.122508","0.16964","0.045338","0.021724"
"Nematanthus villosus (Hanst.) Wiehler","3","9.526355","0.282741","0.163241","0.101381"
"Salvia splendens Sellow ex Schult.","6","9.358094","0.067292","0.027472","0.05069"
"Nematanthus maculatus (Fritsch) Wiehler","2","9.652262","0.003818","0.0027","0.152071"
"Aulonemia fulgor Soderstr.","4","9.555566","0.329024","0.164512","0.076035"
"Coix gasteenii B.K.Simon","2","8.708803","0.036426","0.025757","0.152071"
"Triphysaria pusilla (Benth.) T.I.Chuang & Heckard","39","8.975512","0.698791","0.111896","0.007799"
"Streptanthus campestris S.Watson","15","7.762315","0.659831","0.170368","0.020276"
"Leptosiphon lemmonii (A.Gray) J.M.Porter & L.A.Johnson","5","7.493063","0.246719","0.110336","0.060828"
"Plectocephalus chilensis G.Don ex Loudon","1","7.688455",NA,NA,"0.304142"
"Fuertesimalva peruviana (L.) Fryxell","13","6.006013","2.36","0.654546","0.023396"
"Linanthus californicus (Hook. & Arn.) J.M.Porter & L.A.Johnson","11","8.03625","0.657031","0.198102","0.027649"
"Aphyllon tuberosum (A.Gray) A.Gray","19","7.90719","0.454169","0.104194","0.016007"
"Gambelia juncea (Benth.) D.A.Sutton","21","6.848008","0.602927","0.131569","0.014483"
"Gambelia speciosa Nutt.","4","7.635496","0.329571","0.164786","0.076035"
"Aphyllon fasciculatum Torr. & Gray","83","7.985053","0.574361","0.063044","0.003664"
"Crypsis vaginiflora (Forssk.) Opiz","34","7.857328","0.606676","0.104044","0.008945"
"Linanthus orcuttii (Parry & Gray) Jeps.","6","7.490129","0.397705","0.162362","0.05069"
"Kopsiopsis strobilacea (A.Gray) Beck","16","8.581693","0.618121","0.15453","0.019009"
"Oenothera xenogaura W.L.Wagner & Hoch","7","7.776083","0.373652","0.141227","0.043449"
"Arabis eschscholtziana Andrz.","89","9.084394","0.901792","0.09559","0.003417"
"Clarkia bottae (Spach) H. & Lewis","15","8.069972","0.6837","0.176531","0.020276"
"Navarretia hamata Greene","17","7.763974","0.317774","0.077072","0.017891"
"Camissoniopsis cheiranthifolia (Hornem. ex Spreng.) W.L.Wagner & Hoch","16","8.049765","0.775622","0.193906","0.019009"
"Lupinus guadalupensis Greene","2","7.15047","0.561488","0.397032","0.152071"
"Lupinus littoralis Douglas","11","9.23647","0.788442","0.237724","0.027649"
"Poa howellii Vasey & Scribn.","47","8.620957","0.724199","0.105635","0.006471"
"Saltugilia australis (H.Mason & A.D.Grant) L.A.Johnson","18","7.222993","0.411442","0.096978","0.016897"
"Leptosiphon floribundum (A.Gray) J.M.Porter & L.A.Johnson","5","7.870186","0.360451","0.161199","0.060828"
"Saltugilia splendens (Douglas ex H.Mason & A.D.Grant) L.A.Johnson","9","7.764688","0.591424","0.197141","0.033794"
"Clarkia biloba (Durand) A.Nelson & J.F.Macbr.","6","8.2227","0.377987","0.154313","0.05069"
"Muhlenbergia mucronata (Kunth) Trin.","9","8.400306","0.202278","0.067426","0.033794"
"Miscanthus floridulus (Labill.) Warb.","15","9.802374","0.503133","0.129908","0.020276"
"Bouteloua pedicellata Swallen","3","7.964077","0.231891","0.133882","0.101381"
"Clarkia lewisii P.H.Raven & D.R.Parn.","2","8.259291","0.581437","0.411138","0.152071"
"Crantzia epirotes (Leeuwenb.) J.L.Clark","2","9.502395","0.068562","0.048481","0.152071"
"Salvia garipensis E.Mey. ex Benth.","18","6.215179","0.581383","0.137033","0.016897"
"Eragrostis biflora Hack.","3","7.271725","0.558592","0.322503","0.101381"
"Eulobus crassifolius (Greene) W.L.Wagner & Hoch","6","6.696837","0.554193","0.226248","0.05069"
"Rhytidophyllum grandiflorum Z.R.Xu & L.E.Skog ex Zanoni & Jiménez Rodr.","3","9.211285","0.088616","0.051162","0.101381"
"Rhytidophyllum exsertum Griseb.","10","8.963324","0.178705","0.056511","0.030414"
"Decaschistia byrnesii Fryxell","2","8.698098","0.119763","0.084685","0.152071"
"Sporobolus rigens (Trin.) É.Desv.","9","7.529693","0.759658","0.253219","0.033794"
"Pentameris setifolia (Thunb.) Galley & H.P.Linder","11","8.229478","0.419866","0.126594","0.027649"
"Cestrum inclusum Urb.","4","8.984872","0.311076","0.155538","0.076035"
"Cyrtandra biserrata Hillebr.","1","8.981556",NA,NA,"0.304142"
"Oenothera hexandra (Sessé & Moc. ex Ortega) W.L.Wagner & Hoch","8","8.266318","0.439061","0.155232","0.038018"
"Pentameris exserta (H.P.Linder) Galley & H.P.Linder","3","8.583835","0.085141","0.049156","0.101381"
"Gesneria rupincola Urb.","3","9.075811","0.104819","0.060517","0.101381"
"Leymus condensatus (J.Presl) Á.Löve","29","7.745094","0.529636","0.098351","0.010488"
"Eriastrum signatum D.Gowen","29","7.620851","0.299937","0.055697","0.010488"
"Cardamine occulta Hornem.","6","9.445664","0.292251","0.119311","0.05069"
"Kohleria trianae (Regel) Hanst.","3","9.759492","0.237318","0.137016","0.101381"
"Croton purdiei Müll.Arg.","5","9.482283","0.346311","0.154875","0.060828"
"Salvia gachantivana Fern.Alonso","2","9.261102","0.029436","0.020814","0.152071"
"Croton pedicellatus Kunth","10","9.204718","0.175508","0.055501","0.030414"
"Hypericum goyanesii Cuatrec.","5","9.481536","0.43397","0.194077","0.060828"
"Festuca cundinamarcae E.B.Alexeev","1","9.064158",NA,NA,"0.304142"
"Paspalum macrophyllum Kunth","18","9.286339","0.374665","0.088309","0.016897"
"Salvia rufula Kunth","8","9.483539","0.250959","0.088727","0.038018"
"Croton malambo H.Karst.","5","8.787665","0.75544","0.337843","0.060828"
"Hypericum selaginella N.Robson","4","9.57274","0.271567","0.135784","0.076035"
"Salvia melaleuca Epling","4","9.449138","0.354398","0.177199","0.076035"
"Hypericum garciae Pierce","5","9.22435","0.167842","0.075061","0.060828"
"Didymocarpus pseudomengtze W.T.Wang","1","9.041803",NA,NA,"0.304142"
"Ligusticum scapiforme H.Wolff","20","8.72406","0.27534","0.061568","0.015207"
"Primula sinolisteri Balf.fil.","6","8.905613","0.216347","0.088323","0.05069"
"Croton euryphyllus W.W.Sm.","17","9.169481","0.337829","0.081936","0.017891"
"Salvia brachyloma E.Peter","3","8.746992","0.041272","0.023828","0.101381"
"Pternopetalum molle (Franch.) Hand.-Mazz.","17","8.966929","0.306517","0.074341","0.017891"
"Trachyspermum scaberulum (Franch.) H.Wolff","20","8.923085","0.288973","0.064616","0.015207"
"Pimpinella rockii H.Wolff","4","8.94749","0.239842","0.119921","0.076035"
"Ligusticum oliverianum (H.Boissieu) R.H.Shan","14","8.907473","0.348439","0.093124","0.021724"
"Ligusticum daucoides (Franch.) Franch.","19","8.921061","0.292867","0.067188","0.016007"
"Ligusticum delavayi Franch.","3","8.430423","0.536402","0.309692","0.101381"
"Tongoloa loloensis (Franch.) H.Wolff","10","8.880435","0.233307","0.073778","0.030414"
"Galium elegans Wall. ex Roxb.","41","9.113165","0.261253","0.040801","0.007418"
"Galium bungei Steud.","128","9.113305","0.420296","0.037149","0.002376"
"Lycianthes lysimachioides (Wall.) Bitter","53","9.370189","0.399558","0.054884","0.005739"
"Acronema astrantiifolium H.Wolff","9","8.722586","0.124867","0.041622","0.033794"
"Pennisetum longissimum S.L.Chen & Y.X.Jin","14","8.9657","0.184513","0.049313","0.021724"
"Harpachne harpachnoides (Hack.) B.S.Sun & S.Wang","8","8.759642","0.110272","0.038987","0.038018"
"Primula asarifolia H.R.Fletcher","3","8.94612","0.183693","0.106055","0.101381"
"Rhabdothamnopsis sinensis Hemsl.","13","8.812707","0.183639","0.050932","0.023396"
"Oreocharis henryana Oliv.","13","9.022351","0.260353","0.072209","0.023396"
"Loxostigma fimbrisepalum K.Y.Pan","3","9.411852","0.216147","0.124793","0.101381"
"Lysionotus petelotii Pellegr.","2","9.337608","0.031377","0.022187","0.152071"
"Didymocarpus mengtze W.W.Sm.","4","9.035024","0.202672","0.101336","0.076035"
"Didymocarpus purpureobracteatus W.W.Sm.","5","9.356629","0.09002","0.040258","0.060828"
"Anna mollifolia (W.T.Wang) W.T.Wang & K.Y.Pan","1","9.376871",NA,NA,"0.304142"
"Impatiens aureliana Hook.fil.","3","9.271313","0.110661","0.06389","0.101381"
"Impatiens taronensis Hand.-Mazz.","2","9.004847","0.298087","0.210779","0.152071"
"Impatiens siculifer Hook.fil.","65","9.284538","0.171948","0.021328","0.004679"
"Impatiens rubrostriata Hook.fil.","15","9.113142","0.2931","0.075678","0.020276"
"Impatiens lecomtei Hook.fil.","6","9.060946","0.2714","0.110799","0.05069"
"Impatiens desmantha Hook.fil.","6","9.133045","0.440392","0.179789","0.05069"
"Impatiens delavayi Franch.","20","8.941223","0.255305","0.057088","0.015207"
"Impatiens cyathiflora Hook.fil.","8","9.086528","0.209323","0.074007","0.038018"
"Impatiens davidii Franch.","23","9.33665","0.242521","0.050569","0.013224"
"Lycium yunnanense Kuang & A.M.Lu","3","9.069854","0.33726","0.194717","0.101381"
"Phyllostachys nigra (Lodd. ex Lindl.) Munro","15","9.371222","0.140876","0.036374","0.020276"
"Lysionotus pauciflorus Maxim.","95","9.347912","0.239969","0.02462","0.003201"
"Microcos chungii (Merr.) Chun","4","9.176654","0.141951","0.070976","0.076035"
"Acronema schneideri H.Wolff","8","8.669571","0.117955","0.041703","0.038018"
"Ligusticum pteridophyllum Franch. ex Oliv.","19","8.848615","0.357565","0.082031","0.016007"
"Ligusticum involucratum Franch.","12","8.768116","0.314071","0.090664","0.025345"
"Haplosphaera phaea Hand.-Mazz.","3","8.74082","0.030756","0.017757","0.101381"
"Pimpinella yunnanensis (Franch.) H.Wolff","10","8.837045","0.177804","0.056227","0.030414"
"Angelica oncosepala Hand.-Mazz.","4","9.183256","0.190188","0.095094","0.076035"
"Lysionotus forrestii W.W.Sm.","10","9.202683","0.216243","0.068382","0.030414"
"Briggsia longipes (Hemsl. ex Oliv.) Craib","4","9.356449","0.161858","0.080929","0.076035"
"Impatiens xanthina Comber","4","9.146931","0.381028","0.190514","0.076035"
"Impatiens uliginosa Franch.","8","8.979139","0.26998","0.095452","0.038018"
"Impatiens subecalcarata (Hand.-Mazz.) Y.L.Chen","3","8.991526","0.37011","0.213683","0.101381"
"Impatiens holocentra Hand.-Mazz.","7","9.340389","0.251112","0.094911","0.043449"
"Impatiens corchorifolia Franch.","8","8.80048","0.344197","0.121692","0.038018"
"Impatiens chungtienensis Y.L.Chen","1","8.717027",NA,NA,"0.304142"
"Pleioblastus amarus (Keng) Keng f.","25","9.290379","0.174359","0.034872","0.012166"
"Bambusa sinospinosa McClure","8","9.274613","0.255062","0.090178","0.038018"
"Loxostigma cavaleriei (H.Lév. & Vaniot) B.L.Burtt","4","9.399953","0.134296","0.067148","0.076035"
"Pleurospermum franchetianum Hemsl.","21","8.671008","0.334882","0.073077","0.014483"
"Bupleurum yunnanense Franch.","7","8.724339","0.409557","0.154798","0.043449"
"Primula sinomollis Balf.fil. & Forrest","2","9.260766","0.064119","0.045339","0.152071"
"Rubia yunnanensis Diels","9","8.992903","0.246728","0.082243","0.033794"
"Salvia digitaloides Diels","4","8.733199","0.026922","0.013461","0.076035"
"Salvia cyclostegia E.Peter","6","8.919662","0.2701","0.110268","0.05069"
"Pternopetalum vulgare (Dunn) Hand.-Mazz.","33","9.262528","0.214168","0.037282","0.009216"
"Ostericum scaberulum (Franch.) R.H.Shan & C.Q.Yuan","8","9.008506","0.289515","0.102359","0.038018"
"Lysimachia stenosepala Hemsl.","35","9.122132","0.267592","0.045231","0.00869"
"Oreocharis aurea Dunn","5","9.266991","0.250945","0.112226","0.060828"
"Lysionotus chingii Chun ex W.T.Wang","9","9.387412","0.149176","0.049725","0.033794"
"Impatiens rectangula Hand.-Mazz.","7","9.304145","0.270546","0.102257","0.043449"
"Impatiens gongshanensis Y.L.Chen","1","9.418492",NA,NA,"0.304142"
"Impatiens duclouxii Hook.fil.","15","9.124728","0.246655","0.063686","0.020276"
"Impatiens cyanantha Hook.fil.","12","9.071465","0.263502","0.076066","0.025345"
"Fargesia spathacea Franch.","6","8.819069","0.185372","0.075678","0.05069"
"Heracleum franchetii M.Hiroe","5","8.653329","0.284106","0.127056","0.060828"
"Sium frigidum Hand.-Mazz.","8","8.793896","0.261366","0.092407","0.038018"
"Lysimachia foenum-graecum Hance","12","9.430803","0.165211","0.047692","0.025345"
"Impatiens purpurea Hand.-Mazz.","3","9.293611","0.11476","0.066257","0.101381"
"Impatiens radiata Hook.fil.","18","8.930313","0.281924","0.06645","0.016897"
"Impatiens forrestii Hook.fil. ex W.W.Sm.","3","9.041976","0.233715","0.134935","0.101381"
"Impatiens aquatilis Hook.fil.","10","9.116451","0.211985","0.067036","0.030414"
"Circaea repens Wall.","20","9.147908","0.258239","0.057744","0.015207"
"Salvia plectranthoides Griff.","28","9.143348","0.24143","0.045626","0.010862"
"Pternopetalum davidii Franch.","10","9.231444","0.341946","0.108133","0.030414"
"Meeboldia yunnanensis (H.Wolff) Constance & F.T.Pu","7","8.759228","0.096292","0.036395","0.043449"
"Ligusticum acuminatum Franch.","32","9.036716","0.341713","0.060407","0.009504"
"Boeica ferruginea Drake","3","9.34257","0.0337","0.019457","0.101381"
"Indosasa sinica C.D.Chu & C.S.Chao","5","9.332889","0.125138","0.055963","0.060828"
"Angelica sinensis (Oliv.) Diels","21","9.041086","0.331842","0.072414","0.014483"
"Salvia bifidocalyx C.Y.Wu & Y.C.Huang","1","8.717682",NA,NA,"0.304142"
"Pimpinella purpurea (Franch.) H.Boissieu","6","9.037254","0.329261","0.13442","0.05069"
"Ligusticum sinense Oliv.","68","9.087223","0.38989","0.047281","0.004473"
"Peucedanum rubricaule R.H.Shan & M.L.Sheh","10","8.865411","0.206293","0.065236","0.030414"
"Paraboea neurophylla (Collett & Hemsl.) B.L.Burtt","4","9.152368","0.198182","0.099091","0.076035"
"Loxostigma glabrifolium D.Fang & K.Y.Pan","5","9.381137","0.11234","0.05024","0.060828"
"Didymocarpus stenanthos C.B.Clarke","10","9.054405","0.353126","0.111668","0.030414"
"Impatiens nubigena W.W.Sm.","8","8.778176","0.266758","0.094313","0.038018"
"Impatiens oxyanthera Hook.fil.","6","9.28511","0.255605","0.10435","0.05069"
"Coix aquatica Roxb.","18","9.157214","0.306221","0.072177","0.016897"
"Ferrocalamus strictus Hsueh & Keng f.","1","9.359794",NA,NA,"0.304142"
"Salvia yunnanensis C.H.Wright","7","8.861193","0.200224","0.075678","0.043449"
"Boea hygrometrica (Bunge) R.Br.","58","8.910057","0.477549","0.062705","0.005244"
"Physospermopsis delavayi (Franch.) H.Wolff","6","8.774889","0.123421","0.050386","0.05069"
"Festuca mairei St.-Yves","6","8.428827","0.637029","0.260066","0.05069"
"Primula celsiiformis Balf.fil.","1","8.717682",NA,NA,"0.304142"
"Petrocosmea minor Hemsl.","3","9.169853","0.259276","0.149693","0.101381"
"Lysionotus denticulosus W.T.Wang","2","9.387136","0.014517","0.010265","0.152071"
"Impatiens microcentra Hand.-Mazz.","1","9.291183",NA,NA,"0.304142"
"Dendrocalamus giganteus Munro","5","9.375101","0.319573","0.142917","0.060828"
"Salvia heterochroa E.Peter","2","9.276731","0.20048","0.141761","0.152071"
"Oenanthe hookeri C.B.Clarke","6","8.678243","0.30392","0.124075","0.05069"
"Perotis hordeiformis Nees ex Hook. & Arn.","4","8.343261","0.259715","0.129857","0.076035"
"Hemiboea cavaleriei H.Lév.","26","9.424793","0.135899","0.026652","0.011698"
