"wcvp_name","gbif_name"
"Taraxacum arcticum","Taraxacum arcticum (Trautv.) Dahlst. Dahlst. (Trautv.)"
"Taraxacum arcuatum","Taraxacum arcuatum (Tauscher) Dumort. Dumort. (Tauscher)"
"Taraxacum ardlense","Taraxacum ardlense A.J.Richards"
"Taraxacum arenastrum","Taraxacum arenastrum A.J.Richards"
"Taraxacum arenicola","Taraxacum arenicola Lindb. ex R.Doll"
"Taraxacum argillicola","Taraxacum argillicola Soest"
"Taraxacum argoviense","Taraxacum argoviense Soest"
"Taraxacum arrigens","Taraxacum arrigens M.P.Christ."
"Taraxacum artificis","Taraxacum artificis Sonck"
"Taraxacum artutum","Taraxacum artutum Rail."
"Taraxacum arvernum","Taraxacum arvernum De Langhe & Soest"
"Taraxacum ascensum","Taraxacum ascensum Rail."
"Taraxacum ascitum","Taraxacum ascitum Rail."
"Taraxacum asconense","Taraxacum asconense Dahlst."
"Taraxacum asperatilobum","Taraxacum asperatilobum H.Øllg."
"Taraxacum primigenium","Taraxacum primigenium Hand.-Mazz."
"Taraxacum assemanii","Taraxacum assemanii Blume"
"Taraxacum assimulans","Taraxacum assimulans G.E.Haglund"
"Taraxacum assurgens","Taraxacum assurgens Markl."
"Taraxacum asturiense","Taraxacum asturiense Soest"
"Taraxacum atactum","Taraxacum atactum Sahlin & Soest"
"Taraxacum atlanticola","Taraxacum atlanticola H.Lindb."
"Taraxacum atlanticum","Taraxacum atlanticum Pomel"
"Taraxacum atlantis-majoris","Taraxacum atlantis-majoris H.Lindb."
"Taraxacum atonolobum","Taraxacum atonolobum Hagend., Soest & Zevenb."
"Taraxacum aurantellum","Taraxacum aurantellum Soest"
"Taraxacum aurantiacum","Taraxacum aurantiacum Dahlst."
"Taraxacum aureocucullatum","Taraxacum aureocucullatum Soest"
"Taraxacum auriapex","Taraxacum auriapex Rail."
"Taraxacum aurorum","Taraxacum aurorum Soest"
"Taraxacum aurosuloides","Taraxacum aurosuloides Soest"
"Kentiopsis","Kentiopsis Brongn."
"Taraxacum cereum","Taraxacum cereum Kirschner & Stepánek"
"Taraxacum cescae","Taraxacum cescae Aquaro et al."
"Taraxacum cestodes","Taraxacum cestodes Rail."
"Taraxacum chelelobatum","Taraxacum chelelobatum Sahlin"
"Taraxacum cherwellense","Taraxacum cherwellense A.J.Richards"
"Taraxacum chionomelas","Taraxacum chionomelas Kirschner & Stepánek"
"Taraxacum chionophilum","Taraxacum chionophilum Dahlst."
"Taraxacum chitralense","Taraxacum chitralense Soest"
"Taraxacum chloodeum","Taraxacum chloodeum M.P.Christ."
"Taraxacum chlorodes","Taraxacum chlorodes Haglund"
"Taraxacum chloroticum","Taraxacum chloroticum Dahlst. ex Florstr."
"Taraxacum janchenii","Taraxacum janchenii Kirschner & Stepánek"
"Taraxacum aurosulum","Taraxacum aurosulum H.H.Lindb."
"Taraxacum austrinum","Taraxacum austrinum Haglund"
"Taraxacum austrinum f. minor","Taraxacum austrinum f. minor Malecka"
"Taraxacum austrotibetanum","Taraxacum austrotibetanum Kirschner & Stepánek"
"Taraxacum austrouralense","Taraxacum austrouralense Muldashev & Tzvelev"
"Taraxacum authionense","Taraxacum authionense Soest"
"Taraxacum autumnale","Taraxacum autumnale Castagne"
"Taraxacum autumnaliforme","Taraxacum autumnaliforme Soest"
"Taraxacum ayllonense","Taraxacum ayllonense A.Galán & Vicente Orell."
"Taraxacum azerbaijanicum","Taraxacum azerbaijanicum Soest"
"Taraxacum aznavourii","Taraxacum aznavourii Soest"
"Taraxacum azureum","Taraxacum azureum M.P.Christ."
"Taraxacum azzizii","Taraxacum azzizii Soest"
"Taraxacum bachczisaraicum","Taraxacum bachczisaraicum Tzvelev"
"Taraxacum badiocinnamomeum","Taraxacum badiocinnamomeum Kirschner & Stepánek"
"Taraxacum badzhalense","Taraxacum badzhalense Vorosch. & Shlotg."
"Taraxacum baeckii","Taraxacum baeckii Rail."
"Taraxacum baeckiiforme","Taraxacum baeckiiforme Sahlin"
"Taraxacum bakuense","Taraxacum bakuense R.Doll"
"Kentiopsis magnifica","Kentiopsis magnifica (H.E.Moore) Pintaud & Hodel Pintaud & Hodel (H.E.Moore)"
"Taraxacum balcanicum","Taraxacum balcanicum Rech.fil."
"Taraxacum balearicum","Taraxacum balearicum Soest"
"Taraxacum balticiforme","Taraxacum balticiforme Dahlst."
"Taraxacum balticum","Taraxacum balticum Dahlst."
"Taraxacum baltistanicum","Taraxacum baltistanicum Soest"
"Taraxacum baluchistanicum","Taraxacum baluchistanicum Soest"
"Taraxacum banhyhalense","Taraxacum banhyhalense Soest"
"Taraxacum barbaricinum","Taraxacum barbaricinum Arrigoni"
"Taraxacum barbatulum","Taraxacum barbatulum H.Øllg."
"Kentiopsis oliviformis","Kentiopsis oliviformis (Brongn. & Gris) Brongn. Brongn. (Brongn. & Gris)"
"Taraxacum bargusicum","Taraxacum bargusicum Sahlin"
"Taraxacum barycephalum","Taraxacum barycephalum G.E.Haglund"
"Taraxacum basalticum","Taraxacum basalticum Soest"
"Taraxacum bashkiricum","Taraxacum bashkiricum Muldashev & Tzvelev"
"Taraxacum bavaricum","Taraxacum bavaricum Soest"
"Taraxacum beckeri","Taraxacum beckeri Soest"
"Taraxacum beeftinkii","Taraxacum beeftinkii Hagend., Soest & Zevenb."
"Taraxacum behzudicum","Taraxacum behzudicum Soest"
"Taraxacum bellicum","Taraxacum bellicum Sonck"
"Kentiopsis piersoniorum","Kentiopsis piersoniorum Pintaud & Hodel"
"Taraxacum bellidiforme","Taraxacum bellidiforme Soest"
"Taraxacum bellum","Taraxacum bellum H.Øllg."
"Taraxacum belonodens","Taraxacum belonodens Soest"
"Taraxacum belorussicum","Taraxacum belorussicum Val.N.Tikhom."
"Taraxacum bernhardi","Taraxacum bernhardi Rail."
"Taraxacum berthae","Taraxacum berthae C.C.Haw."
"Taraxacum besarabicum","Taraxacum bessarabicum Fisch."
"Taraxacum bezidum","Taraxacum bezidum R.Doll"
"Kentiopsis pyriformis","Kentiopsis pyriformis Pintaud & Hodel"
"Taraxacum bhutanicum","Taraxacum bhutanicum Soest"
"Taraxacum bibulum","Taraxacum bibulum Kirschner & Stepánek"
"Taraxacum bicorne","Taraxacum bicorne Dahlst."
"Taraxacum bidentilobum","Taraxacum bidentilobum Sonck"
"Taraxacum bifalcatum","Taraxacum bifalcatum Sonck"
"Taraxacum biforme","Taraxacum biforme Dahlst."
"Taraxacum binilobatum","Taraxacum binilobatum Sahlin"
"Taraxacum bipinnatifidum","Taraxacum bipinnatifidum (Rostr.) Dahlst. Dahlst. (Rostr.)"
"Taraxacum bisectum","Taraxacum bisectum Malmio"
"Taraxacum bithynicum","Taraxacum bithynicum DC."
"Taraxacum blanditum","Taraxacum blanditum Sahlin"
"Taraxacum blomgrenii","Taraxacum blomgrenii Haglund"
"Taraxacum boekmanii","Taraxacum boekmanii Borgv."
"Taraxacum bohemicum","Taraxacum bohemicum Kirschner & Stepánek"
"Taraxacum boldtii","Taraxacum boldtii H.Lindb."
"Taraxacum boreicedens","Taraxacum boreicedens Rail."
"Taraxacum boreicola","Taraxacum boreicola Rail."
"Taraxacum boreiforme","Taraxacum boreiforme Sonck"
"Taraxacum boreophilum","Taraxacum boreophilum H.Lindb."
"Taraxacum borgvallii","Taraxacum borgvallii Dahlst. ex G.E.Haglund"
"Taraxacum borovezum","Taraxacum borovezum R.Doll"
"Taraxacum botanicorum","Taraxacum botanicorum Sonck"
"Taraxacum botschantzevii","Taraxacum botschantzevii Schischk."
"Taraxacum brabanticum","Taraxacum brabanticum Hagend., Soest & Zevenb."
"Taraxacum brachycephalum","Taraxacum brachycephalum Dahlst."
"Taraxacum brachyceras","Taraxacum brachyceras Dahlst."
"Taraxacum brachyeces","Taraxacum brachyeces Haglund"
"Taraxacum brachyglossoides","Taraxacum brachyglossoides Soest"
"Taraxacum brachyglossum","Taraxacum brachyglossum (Dahlst.) Dahlst. Dahlst. (Dahlst.)"
"Taraxacum brachylepis","Taraxacum brachylepis Markl."
"Taraxacum brachyoncum","Taraxacum brachyoncum G.E.Haglund"
"Taraxacum brachypodon","Taraxacum brachypodon Haglund ex Soest"
"Taraxacum brachyrhynchum","Taraxacum brachyrhynchum Haglund"
"Taraxacum bracteatum","Taraxacum bracteatum Dahlst."
"Taraxacum bracteolatum","Taraxacum bracteolatum Soest"
"Taraxacum brakelii","Taraxacum brakelii Soest"
"Taraxacum brandenburgicum","Taraxacum brandenburgicum Hudziok"
"Taraxacum brassicifolium","Taraxacum brassicifolium Kitag."
"Taraxacum braun-blanquetii","Taraxacum braun-blanquetii Soest"
"Taraxacum braun-blanquetii f. achyrocarpum","Taraxacum braun-blanquetii f. achyrocarpum Soest"
"Taraxacum brevirostre","Taraxacum brevirostre Hand.-Mazz."
"Taraxacum breviscapum","Taraxacum breviscapum A.J.Richards"
"Taraxacum brevisectoides","Taraxacum brevisectoides Soest"
"Taraxacum brevisectum","Taraxacum brevisectum Palmgr."
"Taraxacum britannicum","Taraxacum britannicum Dahlst."
"Taraxacum broddesonii","Taraxacum broddesonii Lundev. & H.Øllg."
"Taraxacum brunneum","Taraxacum brunneum Soest"
"Taraxacum bufonium","Taraxacum bufonium Kirschner & Stepánek"
"Taraxacum bulgaricum","Taraxacum bulgaricum Soest"
"Taraxacum bulkovii","Taraxacum bulkovii Kovalevsk."
"Taraxacum buttleri","Taraxacum buttleri Soest"
"Taraxacum byrrangicum","Taraxacum byrrangicum Kozhevn."
"Taraxacum cabannaeforme","Taraxacum cabannaeforme J.Räsänen"
"Taraxacum cachkadzorum","Taraxacum cachkadzorum R.Doll"
"Taraxacum cacuminatifrons","Taraxacum cacuminatifrons Rail."
"Taraxacum cacuminatum","Taraxacum cacuminatum Haglund"
"Taraxacum caespitans","Taraxacum caespitans Dahlst."
"Taraxacum caespitosum","Taraxacum caespitosum Soest"
"Taraxacum calabricum","Taraxacum calabricum Aquaro, Caparelli & Peruzzi"
"Taraxacum calamistratum","Taraxacum calamistratum Haglund"
"Taraxacum calanthodium","Taraxacum calanthodium Dahlst."
"Taraxacum calanthum","Taraxacum calanthum Dahlst."
"Taraxacum calcareum","Taraxacum calcareum Korol."
"Taraxacum calciphilum","Taraxacum calciphilum A.J.Richards & Soest"
"Taraxacum caledonicum","Taraxacum caledonicum A.J.Richards"
"Taraxacum californicum","Taraxacum californicum Munz & I.M.Johnst."
"Taraxacum calliographum","Taraxacum calliographum Haglund"
"Taraxacum calliops","Taraxacum calliops Haglund"
"Taraxacum callosum","Taraxacum callosum Soest"
"Taraxacum calocapitatum","Taraxacum calocapitatum R.Doll"
"Taraxacum calocephaloides","Taraxacum calocephaloides R.Doll"
"Taraxacum calocephalum","Taraxacum calocephalum Hand.-Mazz."
"Taraxacum calochroum","Taraxacum calochroum Hagend., Soest & Zevenb."
"Taraxacum calomorphum","Taraxacum calomorphum Haglund ex Soest"
"Taraxacum calophlebium","Taraxacum calophlebium Sonck"
"Taraxacum caloschistoides","Taraxacum caloschistoides Haglund ex Sahlin"
"Taraxacum caloschistum","Taraxacum caloschistum Dahlst."
"Taraxacum cambricum","Taraxacum cambricum A.J.Richards"
"Taraxacum campoduniense","Taraxacum campoduniense Sahlin"
"Taraxacum camuratum","Taraxacum camuratum Rail."
"Taraxacum canaliculatum","Taraxacum canaliculatum H.Lindb."
"Taraxacum canaliculatum f. potens","Taraxacum canaliculatum subsp. potens Lindb."
"Taraxacum canarense","Taraxacum canarense Soest"
"Taraxacum candidatum","Taraxacum candidatum Kirschner, Stepánek & Klimes"
"Taraxacum candrianii","Taraxacum candrianii Soest"
"Taraxacum canentifolium","Taraxacum canentifolium Markl."
"Taraxacum caninum","Taraxacum caninum Uhlemann"
"Taraxacum canophyllum","Taraxacum canophyllum Soest"
"Taraxacum canoviride","Taraxacum canoviride Lindb. ex Florstr."
"Taraxacum cantabricum","Taraxacum cantabricum A.Galán & Vicente Orell."
"Taraxacum canulum","Taraxacum canulum G.E.Haglund"
"Taraxacum canum","Taraxacum canum Soest"
"Taraxacum capillosum","Taraxacum capillosum H.Øllg. & Uhlemann"
"Taraxacum capnocarpum","Taraxacum capnocarpum Dahlst."
"Taraxacum capricum","Taraxacum capricum Soest"
"Taraxacum caramanicae","Taraxacum caramanicae Lojac."
"Taraxacum cariciphilum","Taraxacum cariciphilum Sonck & H.Øllg."
"Taraxacum carinthiacum","Taraxacum carinthiacum Soest"
"Taraxacum carneocoloratum","Taraxacum carneocoloratum A.Nelson"
"Taraxacum caroli-frederici","Taraxacum caroli-frederici Rail."
"Taraxacum carpaticum","Taraxacum carpaticum Stepánek & Kirschner"
"Taraxacum carptum","Taraxacum carptum H.Øllg. & J.Räsänen"
"Taraxacum carthusianorum","Taraxacum carthusianorum Aquaro et al."
"Taraxacum castaneum","Taraxacum castaneum Soest"
"Taraxacum catalanum","Taraxacum catalanum Soest"
"Taraxacum cataschistum","Taraxacum cataschistum Sahlin"
"Taraxacum catenatum","Taraxacum catenatum Kirschner & Stepánek"
"Taraxacum catodontum","Taraxacum catodontum Sahlin"
"Taraxacum caudatuliforme","Taraxacum caudatuliforme Soest"
"Taraxacum caudatulum","Taraxacum caudatulum Dahlst."
"Taraxacum caudiferum","Taraxacum caudiferum Haglund"
"Taraxacum celsum","Taraxacum celsum Kirschner & Stepánek"
"Taraxacum celticum","Taraxacum celticum A.J.Richards"
"Taraxacum cenabense","Taraxacum cenabense Sahlin"
"Taraxacum centrasiaticum","Taraxacum centrasiaticum D.T.Zhai & Z.X.An"
"Taraxacum centrotum","Taraxacum centrotum Sahlin"
"Taraxacum cephalum","Taraxacum cephalum R.Doll"
"Taraxacum ceratophorum","Taraxacum ceratophorum (Ledeb.) DC. DC. (Ledeb.)"
"Taraxacum cerdanicum","Taraxacum cerdanicum Soest"
"Taraxacum christelianum","Taraxacum christelianum Sonck"
"Taraxacum christiansenii","Taraxacum christiansenii G.E.Haglund"
"Taraxacum chrysophaenum","Taraxacum chrysophaenum Rail."
"Taraxacum chrysostylum","Taraxacum chrysostylum Dahlst."
"Taraxacum ciconium","Taraxacum ciconium M.P.Christ."
"Taraxacum ciliare","Taraxacum ciliare Soest"
"Taraxacum ciliatum","Taraxacum ciliatum Soest"
"Taraxacum cinereum","Taraxacum cinereum Soest"
"Taraxacum cinnamomeum","Taraxacum cinnamomeum Kirschner & Stepánek"
"Taraxacum circinatum","Taraxacum circinatum G.E.Haglund, 1969"
"Taraxacum ciscaucasicum","Taraxacum ciscaucasicum Schischk."
"Taraxacum citrinum","Taraxacum citrinum Rail."
"Taraxacum clarum","Taraxacum clarum Kirschner et al."
"Taraxacum claudiae","Taraxacum claudiae A.J.Richards"
"Taraxacum clavatifrons","Taraxacum clavatifrons Sonck"
"Anthurium acutangulum","Anthurium acutangulum Engl."
"Taraxacum clavatilobum","Taraxacum clavatilobum Uhlemann"
"Taraxacum claviflorum","Taraxacum claviflorum Sahlin"
"Taraxacum clemens","Taraxacum clemens Matysiak"
"Taraxacum clitolobum","Taraxacum clitolobum M.P.Christ."
"Taraxacum clovense","Taraxacum clovense A.J.Richards"
"Taraxacum coacervans","Taraxacum coacervans Rail."
"Taraxacum coartatiforme","Taraxacum coartatiforme J.Räsänen"
"Taraxacum coartatum","Taraxacum coartatum Haglund"
"Taraxacum cochleatoides","Taraxacum cochleatoides Rail."
"Taraxacum cochleatophyllum","Taraxacum cochleatophyllum Soest"
"Taraxacum cochleatum","Taraxacum cochleatum Dahlst. & H.H.Lindb."
"Taraxacum cognatum","Taraxacum cognatum Kirschner & Stepánek"
"Taraxacum cognoscibile","Taraxacum cognoscibile Stepánek & Kirschner"
"Taraxacum collariatum","Taraxacum collariatum Vorosch."
"Taraxacum collarispinulosum","Taraxacum collarispinulosum Uhlemann"
"Taraxacum collinum","Taraxacum collinum DC."
"Taraxacum comitans","Taraxacum comitans Kovalevsk."
"Taraxacum commixtum","Taraxacum commixtum G.E.Haglund"
"Taraxacum complicatum","Taraxacum complicatum Kovalevsk."
"Taraxacum comtulum","Taraxacum comtulum Haglund"
"Taraxacum concaviformatum","Taraxacum concaviformatum Rail."
"Taraxacum concavum","Taraxacum concavum M.P.Christ."
"Taraxacum concinnaticeps","Taraxacum concinnaticeps Rail."
"Taraxacum concinnum","Taraxacum concinnum Haglund"
"Taraxacum concolor","Taraxacum concolor H.Lindb."
"Taraxacum concucullatum","Taraxacum concucullatum A.J.Richards"
"Taraxacum conforme","Taraxacum conforme Palmgr."
"Taraxacum confusum","Taraxacum confusum Schischk."
"Taraxacum congestilobum","Taraxacum congestilobum Soest"
"Taraxacum congestum","Taraxacum congestum Haglund & Saarsoo"
"Taraxacum conicum","Taraxacum conicum R.Doll"
"Taraxacum consanguineum","Taraxacum consanguineum Kirschner & Stepánek"
"Taraxacum conspersum","Taraxacum conspersum H.Øllg."
"Taraxacum constrictiforme","Taraxacum constrictiforme Rail."
"Taraxacum constrictifrons","Taraxacum constrictifrons Markl. ex Eklund & Markl."
"Taraxacum czaunense","Taraxacum czaunense Jurtzev & Tzvelev"
"Taraxacum czukoticum","Taraxacum czukoticum Jurtzev"
"Taraxacum dahlii","Taraxacum dahlii Dahlst."
"Taraxacum damnabile","Taraxacum damnabile Kirschner & Stepánek"
"Taraxacum danicum","Taraxacum danicum H.Øllg."
"Taraxacum danubiense","Taraxacum danubiense Sahlin"
"Taraxacum danubium","Taraxacum danubium A.J.Richards"
"Taraxacum darbandense","Taraxacum darbandense Soest"
"Taraxacum dargilanicum","Taraxacum dargilanicum Sonck"
"Taraxacum darschajense","Taraxacum darschajense Orazova"
"Taraxacum darvasicum","Taraxacum darvasicum Vainberg"
"Taraxacum dasypodum","Taraxacum dasypodum Soest"
"Taraxacum khatoonae","Taraxacum khatoonae Abedin"
"Taraxacum kimuranum","Taraxacum kimuranum Kitam."
"Taraxacum kirghizicum","Taraxacum kirghizicum Schischk."
"Taraxacum kirschneri","Taraxacum kirschneri Aquaro et al."
"Taraxacum kiushianum","Taraxacum kiushianum Koidz."
"Taraxacum japonicum","Taraxacum japonicum Koidz."
"Taraxacum jaschilkuliense","Taraxacum jaschilkuliense Vainberg"
"Taraxacum javanicum","Taraxacum javanicum Soest"
"Taraxacum jemtlandicum","Taraxacum jemtlandicum Dahlst."
"Taraxacum jugiferum","Taraxacum jugiferum H.Øllg."
"Taraxacum junatovii","Taraxacum junatovii Tzvelev"
"Taraxacum junpeianum","Taraxacum junpeianum Kitam."
"Taraxacum jurassicum","Taraxacum jurassicum Soest"
"Taraxacum jurtzevii","Taraxacum jurtzevii Tzvelev"
"Taraxacum juzepczukii","Taraxacum juzepczukii Schischk."
"Taraxacum kabulense","Taraxacum kabulense Soest"
"Taraxacum kalambakae","Taraxacum kalambakae Sonck"
"Taraxacum kalchiainum","Taraxacum kalchiainum Soest"
"Taraxacum kaletkiniae","Taraxacum kaletkiniae Vainberg"
"Taraxacum karakoricum","Taraxacum karakoricum Soest"
"Taraxacum denticulatum","Taraxacum denticulatum Hagend., Soest & Zevenb."
"Taraxacum dentilobum","Taraxacum dentilobum Soest"
"Taraxacum dentisquamosum","Taraxacum dentisquamosum Rail."
"Taraxacum dentosum","Taraxacum dentosum M.P.Christ."
"Taraxacum elegantiforme","Taraxacum elegantiforme Soest"
"Taraxacum elegantissimum","Taraxacum elegantissimum Stepánek & Kirschner"
"Taraxacum elegantius","Taraxacum elegantius Kirschner, H.Øllg. & Stepánek"
"Taraxacum karatavicum","Taraxacum karatavicum Pavlov"
"Taraxacum kjellmanii","Taraxacum kjellmanii Dahlst."
"Taraxacum kjellmaniiforme","Taraxacum kjellmaniiforme Soest"
"Taraxacum klimesianum","Taraxacum klimesianum Kirschner & Stepánek"
"Taraxacum klingstedtii","Taraxacum klingstedtii Sonck"
"Taraxacum klopotovii","Taraxacum klopotovii Tzvelev"
"Taraxacum koelzii","Taraxacum koelzii Soest"
"Taraxacum kojimae","Taraxacum kojimae Kitam."
"Taraxacum kok-saghyz","Taraxacum kok-saghyz Rodin"
"Taraxacum kolaense","Taraxacum kolaense H.Lindb."
"Taraxacum kolymense","Taraxacum kolymense Khokhr."
"Taraxacum kondariense","Taraxacum kondariense Vainberg"
"Anthurium acutifolium","Anthurium acutifolium Engl."
"Taraxacum korbii","Taraxacum korbii Soest"
"Taraxacum korjakense","Taraxacum korjakense Kharkev. & Tzvelev"
"Taraxacum korjakorum","Taraxacum korjakorum Kharkev. & Tzvelev"
"Taraxacum korjakorum var. korobkovii","Taraxacum korjakorum var. korobkovii Tzvelev"
"Taraxacum kornasii","Taraxacum kornasii Soest"
"Taraxacum kotschyi","Taraxacum kotschyi Soest"
"Taraxacum kovalevskiae","Taraxacum kovalevskiae Vainberg"
"Taraxacum kozlovii","Taraxacum kozlovii Tzvelev"
"Taraxacum kraettlii","Taraxacum kraettlii Soest"
"Taraxacum krameriense","Taraxacum krameriense Sahlin"
"Taraxacum krasnikovii","Taraxacum krasnikovii M.S.Ivanova"
"Taraxacum krasnoborovii","Taraxacum krasnoborovii A.A.Krasnikov"
"Taraxacum krylovii","Taraxacum krylovii A.A.Krasnikov & Khanm."
"Taraxacum kupfferi","Taraxacum kupfferi Haglund"
"Taraxacum dasypogonum","Taraxacum dasypogonum Rail."
"Taraxacum davisii","Taraxacum davisii Soest"
"Taraxacum davosense","Taraxacum davosense Soest"
"Taraxacum dealbatum","Taraxacum dealbatum Hand.-Mazz."
"Taraxacum debrayi","Taraxacum debrayi Hagend., Soest & Zevenb."
"Taraxacum decastroi","Taraxacum decastroi A.Galán & Vicente Orell."
"Taraxacum decipiens","Taraxacum decipiens Raunk."
"Taraxacum declive","Taraxacum declive M.P.Christ."
"Taraxacum declivicola","Taraxacum declivicola Kirschner, Sonck & Stepánek"
"Taraxacum decolorans","Taraxacum decolorans Dahlst."
"Taraxacum decorum","Taraxacum decorum Dahlst."
"Taraxacum decrepitum","Taraxacum decrepitum Kirschner & Stepánek"
"Taraxacum degelii","Taraxacum degelii G.E.Haglund"
"Taraxacum delanghii","Taraxacum delanghei Soest"
"Taraxacum delectum","Taraxacum delectum Uhlemann"
"Taraxacum delicatum","Taraxacum delicatum Kirschner & Stepánek"
"Taraxacum delphicum","Taraxacum delphicum Dahlst."
"Taraxacum deltoideum","Taraxacum deltoideum Haglund"
"Taraxacum deltoidifrons","Taraxacum deltoidifrons H.Øllg."
"Taraxacum deludens","Taraxacum deludens Kirschner & Stepánek"
"Taraxacum deminutum","Taraxacum deminutum Kirschner & Stepánek"
"Taraxacum demotes","Taraxacum demotes Sahlin"
"Taraxacum densilobum","Taraxacum densilobum Dahlst."
"Taraxacum dentatum","Taraxacum dentatum Kirschner & Stepánek"
"Taraxacum dentex","Taraxacum dentex M.P.Christ."
"Taraxacum denudatum","Taraxacum denudatum Boiss."
"Taraxacum deorum","Taraxacum deorum A.J.Richards"
"Taraxacum desertorum","Taraxacum desertorum Schischk."
"Taraxacum desideratum","Taraxacum desideratum Sonck"
"Taraxacum detonsum","Taraxacum detonsum Olofsson & Såltin"
"Taraxacum devexum","Taraxacum devexum M.P.Christ."
"Taraxacum devians","Taraxacum devians Dahlst."
"Taraxacum dialeptum","Taraxacum dialeptum Sonck"
"Taraxacum diaphorum","Taraxacum diaphorum Haglund"
"Taraxacum diapyrum","Taraxacum diapyrum Soest"
"Taraxacum diastematicum","Taraxacum diastematicum Markl."
"Taraxacum didymifolium","Taraxacum didymifolium Soest"
"Taraxacum dilaceratum","Taraxacum dilaceratum M.P.Christ."
"Taraxacum dilaniatum","Taraxacum dilaniatum Rail."
"Taraxacum dilatatum","Taraxacum dilatatum H.H.Lindb."
"Taraxacum dilucidum","Taraxacum dilucidum Soest"
"Taraxacum discretum","Taraxacum discretum H.Øllg."
"Taraxacum dispar","Taraxacum dispar Haglund"
"Taraxacum dissectiforme","Taraxacum dissectiforme Soest"
"Taraxacum dissectum","Taraxacum dissectum (Ledeb.) Ledeb. Ledeb. (Ledeb.)"
"Taraxacum disseminatoides","Taraxacum disseminatoides A.J.Richards"
"Taraxacum disseminatum","Taraxacum disseminatum Haglund"
"Taraxacum dissimile","Taraxacum dissimile Dahlst."
"Taraxacum dissonum","Taraxacum dissonum Rail."
"Taraxacum distans","Taraxacum distans Haglund"
"Taraxacum distantijugum","Taraxacum distantijugum Sahlin"
"Taraxacum distantilobum","Taraxacum distantilobum H.Lindb."
"Taraxacum distinctilobum","Taraxacum distinctilobum H.Øllg."
"Taraxacum distinctum","Taraxacum distinctum H.Lindb."
"Taraxacum divarium","Taraxacum divarium Sahlin"
"Taraxacum diversicolor","Taraxacum diversicolor Sonck"
"Taraxacum diversifolium","Taraxacum diversifolium Haglund"
"Taraxacum diversilobum","Taraxacum diversilobum Haglund"
"Taraxacum divinum","Taraxacum divinum Sonck"
"Taraxacum divulsifolium","Taraxacum divulsifolium Soest"
"Taraxacum divulsiforme","Taraxacum divulsiforme R.Doll"
"Kegeliella orientalis","Kegeliella orientalis G.Gerlach"
"Taraxacum divulsum","Taraxacum divulsum Haglund"
"Taraxacum dolichocentrum","Taraxacum dolichocentrum M.P.Christ."
"Taraxacum dolmiticum","Taraxacum dolmiticum Soest"
"Taraxacum domabile","Taraxacum domabile Kirschner & Stepánek"
"Taraxacum dombaiense","Taraxacum dombaiense R.Doll"
"Taraxacum dorchocarpum","Taraxacum dorchocarpum Soest"
"Taraxacum dovrense","Taraxacum dovrense (Dahlst.) Dahlst. Dahlst. (Dahlst.)"
"Taraxacum drucei","Taraxacum drucei Dahlst."
"Taraxacum dubium","Taraxacum dubium Soest"
"Taraxacum ducommunii","Taraxacum ducommunii Soest"
"Anthurium acutifolium var. acutifolium","Anthurium acutifolium var. acutifolium"
"Kerianthera","Kerianthera J.H.Kirkbr."
"Taraxacum dunense","Taraxacum dunense Soest"
"Taraxacum dunenseforme","Taraxacum dunenseforme Sonck"
"Taraxacum duplidentifrons","Taraxacum duplidentifrons Dahlst."
"Taraxacum duriense","Taraxacum duriense Soest"
"Taraxacum duvigneaudii","Taraxacum duvigneaudii Soest"
"Taraxacum dzhungaricola","Taraxacum dzhungaricola Kirschner & Stepánek"
"Taraxacum ecmiadzinum","Taraxacum ecmiadzinum R.Doll"
"Taraxacum ecornutum","Taraxacum ecornutum Kovalevsk."
"Taraxacum edessicoides","Taraxacum edessicoides Uhlemann"
"Kerianthera preclara","Kerianthera preclara J.H.Kirkbr."
"Taraxacum edmondsonianum","Taraxacum edmondsonianum H.Øllg."
"Taraxacum edytomum","Taraxacum edytomum Haglund"
"Taraxacum effusum","Taraxacum effusum Hagend., Soest & Zevenb."
"Taraxacum egilsstadirense","Taraxacum egilsstadirense M.P.Christ."
"Taraxacum egnatiae","Taraxacum egnatiae Sonck"
"Taraxacum egregium","Taraxacum egregium Markl."
"Taraxacum ekmanii","Taraxacum ekmanii Dahlst."
"Taraxacum ekmaniiforme","Taraxacum ekmaniiforme Hagend., Soest & Zevenb."
"Taraxacum elaverinum","Taraxacum elaverinum Sahlin"
"Taraxacum elegans","Taraxacum elegans Soest"
"Taraxacum elongatifrons","Taraxacum elongatifrons Haglund"
"Taraxacum elongatihastatum","Taraxacum elongatihastatum W.Koch ex Soest"
"Taraxacum elongatum","Taraxacum elongatum Kovalevsk."
"Taraxacum eminens","Taraxacum eminens Soest"
"Taraxacum engadinense","Taraxacum engadinense Soest"
"Taraxacum enontekiense","Taraxacum enontekiense Rail."
"Taraxacum ensiculare","Taraxacum ensiculare Rail."
"Taraxacum ensigerum","Taraxacum ensigerum Haglund"
"Taraxacum epacroides","Taraxacum epacroides Markl."
"Taraxacum epacrum","Taraxacum epacrum Dahlst."
"Taraxacum epirense","Taraxacum epirense Soest"
"Taraxacum erectiusculilobatum","Taraxacum erectiusculilobatum Rail."
